Id;URL;Text;Timestamp;Impressions (Organic);Impressions (Paid);Favorites (Organic);Favorites (Paid);Retweets (Organic);Retweets (Paid);Replies (Organic);Replies (Paid);Quotes;Link Clicks (Organic);Link Clicks (Paid);Profile Clicks (Organic);Profile Clicks (Paid);Engagement;Video views (Organic);Video views (Paid)
"1618360166235217931";"https://twitter.com/a/status/1618360166235217931";"Gladys Cabezas encabezó el acto que se llevó adelante en Pinamar para homenajear a José Luis Cabezas, el reportero gráfico asesinado hace 26 años, el 25 de enero de 1997.

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/MgqxOs4RpI";2023-01-25 17:28;"1600";"0";"7";"0";;;;;;;;;;"4.38";"610";"0"
"1618356553932840962";"https://twitter.com/a/status/1618356553932840962";"En su alegato, @FernandBurlando, el abogado de los padres de Fernando Báez Sosa, aseguró que “todos, absolutamente todos los acusados asesinaron” a la víctima, y que tuvieron “voluntad de matar y por eso mataron”.

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/6NKAWwomO0";2023-01-25 17:14;"5694";"0";"29";"0";"9";"0";;;;"3";"0";"9";"0";"8.78";"2285";"0"
"1618355333906276376";"https://twitter.com/a/status/1618355333906276376";"Luego de tres semanas de audiencias, el juicio por el crimen de Fernando Báez Sosa entró en su último tramo. La fiscalía y la querella solicitaron la pena de prisión perpetua para los ocho acusados por el homicidio del joven de 18 años.

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/HGMdTQf4V6";2023-01-25 17:09;"3417";"0";"12";"0";"3";"0";;;;"2";"0";"4";"0";"6.15";"1183";"0"
"1618340481766936577";"https://twitter.com/a/status/1618340481766936577";"El abogado de los padres de Báez Sosa, @FernandBurlando, comenzó su alegato pidiendo la pena máxima para los rugbiers, en sintonía con lo que previamente habían solicitado desde la Fiscalía por “homicidio doblemente agravado por alevosía”.

#TVPNoticias

https://t.co/YkETavXbsh";2023-01-25 16:10;"1596";"0";"6";"0";"2";"0";;;;"9";"0";"1";"0";"11.28";;
"1618335011760906244";"https://twitter.com/a/status/1618335011760906244";"#EstamosConectados a Corrientes con Pedro Viggiano para conocer las distintas actividades turísticas que se ofrecen en el segundo río más largo de Sudamérica que tiene 8 meses de calor en el año.

Mira en vivo https://t.co/UZOlx7UTP4 https://t.co/MGCIlJisVH";2023-01-25 15:48;"1828";"0";"8";"0";"2";"0";;;;;;;;"5.47";"601";"0"
"1618327812200341509";"https://twitter.com/a/status/1618327812200341509";"#EstamosConectados a la Reserva Natural Faro Querandí en Villa Gesell, construido en 1922 y es un faro azul que pertenece al ministerio de defensa de la Nación ""marca el camino"".

Mirá Televisión Pública en https://t.co/UZOlx7UTP4 https://t.co/uRRRHuJYA6";2023-01-25 15:19;"1476";"0";"4";"0";"1";"0";;;;;;;;"3.39";"580";"0"
"1618314994210463744";"https://twitter.com/a/status/1618314994210463744";"¡Mousse de chocolate con frambuesa! Gladys prepara una receta que rebalsa de sabor en @cocinerosarg.

Mira en vivo https://t.co/UZOlx7VrEC https://t.co/zFt9MIPNTV";2023-01-25 14:28;"1555";"0";"3";"0";;;;;;;;"1";"0";"2.57";"813";"0"
"1618274123469279233";"https://twitter.com/a/status/1618274123469279233";"A una semana del derrumbe en el barrio Mugica, 23 familias siguen en la calle y sin respuestas. 

Toda la información en https://t.co/GYiXqQWnBq https://t.co/kpJFvkbHbu";2023-01-25 11:46;"2299";"0";"16";"0";"7";"0";"1";"0";;;;;;"10.44";"847";"0"
"1618268961254289411";"https://twitter.com/a/status/1618268961254289411";"Comenzaron las reuniones para abordar la problemática de la sequía.

https://t.co/yKUJPL394t";2023-01-25 11:26;"1421";"0";"1";"0";"1";"0";"2";"0";;"3";"0";;;"4.93";;
"1618265144840036354";"https://twitter.com/a/status/1618265144840036354";"Crimen de Fernando Báez Sosa, se conoce el alegato de la Fiscalía: ""Se trata de un homicidio agravado por alevosía"" además agregó ""Atacaron por sorpresa, a traición, sin que tuviera ninguna posibilidad de defenderse"". https://t.co/HNY7IRmyDB";2023-01-25 11:10;"4701";"0";"18";"0";"6";"0";;;"1";;;"5";"0";"6.38";"1858";"0"
"1618263501822115841";"https://twitter.com/a/status/1618263501822115841";"Desde Villa Gesell, provincia de Buenos Aires, el humorista @saboridopeter adelanta lo que será su show en ""El Tinglado"". Una obra que recorre la identidad bonaerense. https://t.co/e4Guscay0R";2023-01-25 11:04;"1014";"0";"4";"0";"1";"0";;;;;;"1";"0";"5.92";"279";"0"
"1618261133684613121";"https://twitter.com/a/status/1618261133684613121";"A 26 años del asesinato de José Luis Cabezas, quien fotografió al empresario Alfredo Yabrán en las playas de Pinamar en febrero de 1996.

Un año después, el 25 de enero de 1997, fue secuestrado, torturado y asesinado cuando realizaba la cobertura periodística de verano. https://t.co/PktVav48cE";2023-01-25 10:54;"5094";"0";"54";"0";"16";"0";;;;;;"3";"0";"14.33";"2123";"0"
"1618247558794452999";"https://twitter.com/a/status/1618247558794452999";"Crimen de Fernando Báez Sosa, comenzó el alegato de la fiscalía. 

En vivo&gt;&gt;&gt;https://t.co/FKuUUYqaCP https://t.co/wjJ1wu7X6y";2023-01-25 10:00;"3570";"0";"4";"0";;;;;;"10";"0";"3";"0";"4.76";"1112";"0"
"1618241749188591617";"https://twitter.com/a/status/1618241749188591617";"En #MañanasPublicas viajamos a la provincia de #SanJuan para conocer la historia de Laureano Rosas, integrante de la selección Nacional de Ciclismo. https://t.co/r1OsxIbyiy";2023-01-25 09:37;"2468";"0";"5";"0";;;"1";"0";;;;"3";"0";"3.65";"877";"0"
"1618227826221539335";"https://twitter.com/a/status/1618227826221539335";"A 26 años del crimen de José Luis Cabezas, sus familiares y colegas harán homenajes para recordarlo, uno de ellos en la cava de General Madariaga en la que se halló su cuerpo calcinado. https://t.co/bXJQfU2XDN";2023-01-25 08:42;"2376";"0";"13";"0";"8";"0";"3";"0";"1";;;"2";"0";"11.36";"871";"0"
"1618222923512160261";"https://twitter.com/a/status/1618222923512160261";"Finalizó la presidencia pro témpore de Argentina en la CELAC. Petro, presidente de Colombia, pidió mayor integración para enfrentar la crisis climática. https://t.co/NU0bgy5sH4";2023-01-25 08:23;"2291";"0";"17";"0";"6";"0";"3";"0";"1";;;"5";"0";"13.97";"874";"0"
"1618220048023257095";"https://twitter.com/a/status/1618220048023257095";"Mario Aguerrido, Abogado de la familia paterna de Lucio aseguró que ""Lucio sufría un maltrato sistematizado de su madre y la pareja"". El veredicto será el 2 de febrero. 

Maltrato infantil - Línea 102. https://t.co/ESIb6Bnv85";2023-01-25 08:11;"2927";"0";"11";"0";"1";"0";;;;;;"3";"0";"5.12";"1164";"0"
"1618207022373109760";"https://twitter.com/a/status/1618207022373109760";"Recorremos el país en estas síntesis de noticias nacionales. 

✔ YPF seguirá aceptando tarjetas de crédito.
✔ La actividad económica creció 2,6%.
✔ IVA: 8% para comercios no registrados.
✔ Marcharán a Lago Escondido el 31 de enero. https://t.co/spoHVF0Qg5";2023-01-25 07:19;"2526";"0";"9";"0";"4";"0";"3";"0";;;;"3";"0";"7.52";"837";"0"
"1618203811985739776";"https://twitter.com/a/status/1618203811985739776";"Comenzamos una nueva edición de #TVPNoticias con los principales títulos del día. 

Podés ver todas las notas en https://t.co/GYiXqQWnBq https://t.co/PfPirtKme7";2023-01-25 07:07;"1788";"0";"2";"0";;;;;;"2";"0";"1";"0";"2.8";"507";"0"
"1618159841603915778";"https://twitter.com/a/status/1618159841603915778";"Jesús María tiene, además del festival, una joya de la arquitectura que es Patrimonio de la Humanidad, que se puede visitar siempre. Carlos Ferreyra, Director de @MuseoJesuitico , habla sobre qué era lo que funcionaba allí y la importancia de esta estancia de la Compañía de Jesús https://t.co/cGLIWaeHFe";2023-01-25 04:12;"2255";"0";"19";"0";"3";"0";;;;;;"5";"0";"11.97";"948";"0"
"1618121419358879744";"https://twitter.com/a/status/1618121419358879744";"¡A bailar! En la cuarta Luna coscoina el Dúo Coplanacu interpreta el clásico ""Escondido Del Rezabaile"" en el 63° Festival Nacional de Folklore Cosquín.

Mirá #FestivalPaís en https://t.co/CkG5NHbnvO https://t.co/U7b0OMEg6f";2023-01-25 01:39;"2767";"0";"11";"0";"1";"0";"1";"0";;;;"5";"0";"6.51";"1238";"0"
"1618120126619852801";"https://twitter.com/a/status/1618120126619852801";"¡De pie todo el público y a bailar! El Dúo Coplanacu abre su show interpretando ""La flor azul"" y la Próspero Molina los acompaña con unos pasos de danza. #FestivalPaís

Mirá @AquiCosquinOk en https://t.co/CkG5NHbnvO https://t.co/ZD3JFToJdl";2023-01-25 01:34;"2597";"0";"10";"0";;;"1";"0";;;;"5";"0";"6.16";"840";"0"
"1618117838538940416";"https://twitter.com/a/status/1618117838538940416";"Milena Salamanca canta ""Con toda palabra en el escenario Atahualpa Yupanqui. De la Ciudad de La Plata al 63° Festival Nacional de Folklore Cosquín @AquiCosquinOk.

Mirá #FestivalPaís en https://t.co/CkG5NHbnvO https://t.co/SlZiSRa9Zd";2023-01-25 01:25;"2432";"0";"7";"0";"1";"0";"2";"0";;"2";"0";"10";"0";"9.05";"918";"0"
"1618107127649665024";"https://twitter.com/a/status/1618107127649665024";"Así cantaban ""Eterno amor"" Los Alonsitos en la plaza Próspero Molina durante el 63° Festival Nacional de Folklore Cosquín. #FestivalPaís

Mirá @AquiCosquinOk en https://t.co/CkG5NHbnvO https://t.co/1pUD5h0cxF";2023-01-25 00:42;"3006";"0";"17";"0";"4";"0";"2";"0";;"2";"0";"2";"0";"8.98";"1453";"0"
"1618101332505755649";"https://twitter.com/a/status/1618101332505755649";"En la cuarta Luna de #Cosquín 2023 la Orquesta Oiga interpreta ""Ondas gravitacionales"" sobre el escenario Atahualpa Yupanqui en @AquiCosquinOk.

Mirá #FestivalPaís en https://t.co/CkG5NHbnvO https://t.co/mk45JoHmex";2023-01-25 00:19;"2747";"0";"9";"0";"1";"0";"1";"0";;"1";"0";"11";"0";"8.37";"1189";"0"
"1618100190040276992";"https://twitter.com/a/status/1618100190040276992";"¡Arriba la orquesta Oiga! Ya suenan los vientos, cuerdas y tambores de la orquesta en la Próspero Molina durante la cuarta Luna coscoina. #FestivalPaís

Mirá @AquiCosquinOk en https://t.co/CkG5NHbnvO https://t.co/II77BdkOGV";2023-01-25 00:15;"2408";"0";"5";"0";"1";"0";;;"1";"1";"0";"4";"0";"4.98";"857";"0"
"1618093885187571712";"https://twitter.com/a/status/1618093885187571712";"Tiempo de  María Fernanda Juárez sobre el escenario Atahualpa Yupanqui para interpretar ""Cuando ella baila"" en la 63° edición del Festival Nacional de Folklore Cosquín 2023. #FestivalPaís

Mirá @AquiCosquinOk en https://t.co/UZOlx7UTP4 https://t.co/8NxyiBXOob";2023-01-24 23:50;"2318";"0";"3";"0";;;;;;"1";"0";"6";"0";"4.31";"890";"0"
"1618092720664285184";"https://twitter.com/a/status/1618092720664285184";"Bruno Arias interpreta ""los ejes de mi carreta"" en homenaje al mítico folklorista Atahualpa Yupanqui en la 63° edición del Festival Nacional de Folklore Cosquín 2023.

Mirá #FestivalPaís  en https://t.co/CkG5NHbnvO https://t.co/oDItyYPP25";2023-01-24 23:45;"2858";"0";"16";"0";"1";"0";"1";"0";;"1";"0";"3";"0";"7.7";"1046";"0"
"1618092093808705538";"https://twitter.com/a/status/1618092093808705538";"En la cuarta Luna coscoina Bruno Arias canta una especial versión de ""Ave de luz"" en la 63° edición del Festival Nacional de Folklore Cosquín 2023.

Mirá @AquiCosquinOk en https://t.co/CkG5NHbnvO https://t.co/xCB2KJ4L0g";2023-01-24 23:43;"2328";"0";"7";"0";;;"1";"0";;;;"4";"0";"5.15";"1130";"0"
"1618089505105248256";"https://twitter.com/a/status/1618089505105248256";"Siguen desfilando las principales figuras de nuestra música por el escenario Atahualpa Yupanqui. Ahora, Bruno Arias canta “Huancar”

Disfruta #Cosquín en https://t.co/fnEKkuadQ9 https://t.co/ksbwGqGKQk";2023-01-24 23:32;"2424";"0";"5";"0";;;;;;;;"2";"0";"2.89";"1028";"0"
"1618084438335692800";"https://twitter.com/a/status/1618084438335692800";"Ganadores de PreCosquín el dúo vocal conformado por Nicolás y Federico Pérez se hacen presente en el Atahualpa Yupanqui para representar a la sede Zapala en @AquiCosquinOk.

Mirá #Festival País en https://t.co/UZOlx7UTP4 https://t.co/WPCKmm4hRs";2023-01-24 23:12;"2608";"0";"14";"0";"2";"0";;;"1";"1";"0";"2";"0";"7.67";"1023";"0"
"1618077505432297473";"https://twitter.com/a/status/1618077505432297473";"“Si quieres cantar, cantemos, si quieres pelear, peliemos” canta Carolina del Carmen Peleritti en su debut solista en #Cosquín.

Disfrutá #FestivalPaís en https://t.co/fnEKkuadQ9 https://t.co/55P80M1jAK";2023-01-24 22:45;;;;;;;;;;;;;;;;
"1618076497968828416";"https://twitter.com/a/status/1618076497968828416";"Suenan tambores y guitarra para acompañar a Carolina Peleritti interpretando ""Chaya de la soledad"" en la cuarta Luna de Cosquín 2023.

Mirá @AquiCosquinOk en https://t.co/UZOlx7UTP4 https://t.co/AIxe9Tf6Ij";2023-01-24 22:41;"3167";"0";"14";"0";;;"2";"0";;"2";"0";"11";"0";"9.16";"1348";"0"
"1618065267837239296";"https://twitter.com/a/status/1618065267837239296";"¡Historia de la música en Cosquín 2023! Salinas y @LitoVitale sobre el Atahualpa Yupanqui en la cuarta Luna de @AquiCosquinOk.

Mirá #FestivalPaís en https://t.co/UZOlx7UTP4 https://t.co/zzEz9NmgON";2023-01-24 21:56;"2584";"0";"13";"0";"1";"0";"1";"0";"2";"2";"0";"21";"0";"15.48";"925";"0"
"1618063284283887617";"https://twitter.com/a/status/1618063284283887617";"El dúo Salinas-Vitale junto a Juan Salinas interpretan “Zamba para no morir” en la cuarta luna coscoína.

Viví #FestivalPaís en https://t.co/fnEKkuadQ9 https://t.co/RzUc8hNFTq";2023-01-24 21:48;"3775";"0";"8";"0";;;;;"2";"1";"0";;;"2.91";"1016";"0"
"1618048085891989506";"https://twitter.com/a/status/1618048085891989506";"Finalizó la séptima Cumbre de Jefas y Jefes de Estado de la #CELAC en la Ciudad de Buenos Aires. La presidencia pro tempore pasó a San Vicente y Las Granadinas. Hubo consenso para suscribir a la Declaración de Buenos Aires.

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/Wowq38xC5w";2023-01-24 20:48;"1737";"0";"3";"0";;;;;;;;;;"1.73";"494";"0"
"1618047035030081538";"https://twitter.com/a/status/1618047035030081538";"#FestivalPaís La Previa | Los Alonsitos se estarán presentando en @AquiCosquinOk con su estilo folclórico chamamecero de origen correntino en la cuarta Luna de Cosquín 2023.

Mirá en vivo https://t.co/UZOlx7UTP4 https://t.co/3uVBuSOWie";2023-01-24 20:44;"1912";"0";"6";"0";"3";"0";"1";"0";;"1";"0";"2";"0";"6.8";"590";"0"
"1618043038491607040";"https://twitter.com/a/status/1618043038491607040";"En la previa de #FestivalPaís @LitoVitale entrevista a Luis Salinas para conocer parte de su historia junto a la música, sus referentes, su pasión por la guitarra, la familia y los proyectos.

Disfrutá de Cosquín en https://t.co/fnEKkuadQ9 https://t.co/CSB54Wgl09";2023-01-24 20:28;"1730";"0";"11";"0";"1";"0";;;;"1";"0";"1";"0";"8.09";"553";"0"
"1618042708106379266";"https://twitter.com/a/status/1618042708106379266";"Hoy en #Cosquín hay una dupla muy especial: Luis Salinas-@LitoVitale, que antes de subir al escenario, dialogaron para la #Previa de #FestivalPaís. https://t.co/DB0FtAGUM0";2023-01-24 20:26;"2235";"0";"16";"0";"2";"0";"2";"0";;;;"7";"0";"12.08";"763";"0"
"1618039069396668417";"https://twitter.com/a/status/1618039069396668417";"Comenzamos una nueva noche de #FestivalPaís 2023, anticipando todo o que pasará en la cuarta luna coscoína. https://t.co/l5KSqvhNSY";2023-01-24 20:12;"1538";"0";"1";"0";"1";"0";;;;;;"2";"0";"2.6";"488";"0"
"1618028089782538242";"https://twitter.com/a/status/1618028089782538242";"El Director de Casa Patria Grande, Matías Capeluto dijo en #Desiguales que ""Por iniciativa de Alberto Fernández recuperamos bienes de la Unasur"". https://t.co/gnewJNxjg1";2023-01-24 19:28;"2424";"0";"8";"0";"1";"0";"1";"0";"1";;;"1";"0";"4.95";"753";"0"
"1618024245598076928";"https://twitter.com/a/status/1618024245598076928";"En #Desiguales seguimos en vivo el cierre de la VII Cumbre de Jefes y Jefas de Estado y de Gobierno de la CELAC. https://t.co/QVMFaquBiM";2023-01-24 19:13;"1441";"0";"4";"0";"1";"0";;;;;;"3";"0";"5.55";"428";"0"
"1618013960925577216";"https://twitter.com/a/status/1618013960925577216";"¿Qué melodía suena en la mente del músico argentino @javiermalosetti?

Mirá todo el programa en https://t.co/GYiXqQWnBq https://t.co/e7Jfrt1W2Y";2023-01-24 18:32;"1563";"0";"3";"0";"1";"0";;;;;;"1";"0";"3.2";"509";"0"
"1618010331107696641";"https://twitter.com/a/status/1618010331107696641";"""Luis Enrique"" no puede parar de crear cosas, en esta oportunidad van a inventar un microscopio casero. #NocheDeMente. https://t.co/l2UjQSnNRm";2023-01-24 18:18;"1915";"0";"5";"0";"1";"0";"1";"0";;;;"3";"0";"5.22";"640";"0"
"1618008402042716176";"https://twitter.com/a/status/1618008402042716176";"Sillón, termo y ganas de pasarla bien. Todo lo que necesitás en la @FiestadelaPlaya de Concepción del Uruguay

🔴 Mirá las cinco noches de la fiesta entrerriana en https://t.co/JIh8DXq8tJ

#FestivalPaís https://t.co/S5EyLmhEJ9";2023-01-24 18:10;"1650";"0";"4";"0";"1";"0";;;;;;"6";"0";"6.67";"515";"0"
"1618007806942089227";"https://twitter.com/a/status/1618007806942089227";"Comenzó un nuevo programa de #NocheDeMente, @cocosily, @carlaconteok y @DiegoGolombek te invitan a jugar con ciencia. https://t.co/WYo7YT8lCg";2023-01-24 18:08;"1669";"0";"4";"0";;;"2";"0";;;;"2";"0";"4.79";"481";"0"
"1618000563563630594";"https://twitter.com/a/status/1618000563563630594";"Las estaciones de servicio que forman parte de la Confederación de Entidades del Comercio de Hidrocarburos y Afines de la República Argentina (Cecha) ratificaron su decisión de dejar de recibir tarjetas de crédito como método de pago. https://t.co/PsHXcrDihs";2023-01-24 17:39;"1707";"0";"2";"0";;;;;;;;"2";"0";"2.34";"557";"0"
"1617999836221169665";"https://twitter.com/a/status/1617999836221169665";"Bersuit Vergarabat cerró la noche rockera de la @FiestadelaPlaya

Con las voces de Daniel y el Cóndor, Juan Subirá en teclados y toda la banda al palo, Bersuit coronó la cuarta noche de la fiesta enterriana

🔴 Mirá el show completo en https://t.co/4ohKbke8Am

#FestivalPaís https://t.co/rCrtbrvJiJ";2023-01-24 17:36;"1474";"0";"4";"0";"1";"0";;;;"2";"0";"1";"0";"5.43";"417";"0"
"1617994530980261888";"https://twitter.com/a/status/1617994530980261888";"Argentina, 1985 quedó nominada a los premios Oscar https://t.co/H43aX62fTz";2023-01-24 17:15;"1454";"0";"9";"0";"1";"0";;;;"3";"0";;;"8.94";;
"1617993618886742050";"https://twitter.com/a/status/1617993618886742050";"Comenzamos una nueva edición de #TVPNoticias, estás son las imágenes y las voces del día. 

Todas las noticias en https://t.co/GYiXqQWnBq https://t.co/hl0zDLn64q";2023-01-24 17:11;"1564";"0";"2";"0";;;;;;;;"2";"0";"2.56";"424";"0"
"1617961618779897879";"https://twitter.com/a/status/1617961618779897879";"#EstamosConectados con la provincia de San Juan. Allí se realiza,  una vez más la Vuelta Internacional a San Juan, la competencia de ciclismo y ciclismo adaptado más importante de la región. Conocé más en https://t.co/fnEKkuadQ9 https://t.co/zJDHBT3itb";2023-01-24 15:04;"1854";"0";"7";"0";"3";"0";;;;;;"3";"0";"7.01";"755";"0"
"1617938268892581890";"https://twitter.com/a/status/1617938268892581890";"Si hay tejo hay verano

El #tejo nace hace 5 siglos en la cultura indígena muisca (Colombia). Hoy, desde el club “La Estación” en Concepción del Uruguay, Cacho y sus amigos nos cuentan cómo practican este juego/deporte que es un clásico de las playas argentinas.

#FestivalPaís https://t.co/bsq1XwrcQf";2023-01-24 13:31;"1788";"0";"7";"0";"2";"0";;;;;;"1";"0";"5.59";"501";"0"
"1617933589345075204";"https://twitter.com/a/status/1617933589345075204";"Andá prendiendo el fuego que se vienen unas espectaculares entrañas trenzadas en #CocinerosArgentinos. Mirá el paso a paso en https://t.co/fnEKkuadQ9 https://t.co/SUsbzFBqwG";2023-01-24 13:13;"1482";"0";"3";"0";;;;;;;;"1";"0";"2.7";"513";"0"
"1617925856696868871";"https://twitter.com/a/status/1617925856696868871";"El Gobierno nacional creó la Agencia Regulatoria de la Industria del Cáñamo y el Cannabis Medicinal. El organismo estatal regulará el otorgamiento de licencias de producción, importación, exportación, cultivo y comercialización de la planta de cannabis y de sus  derivados. https://t.co/i1ZFUcRB35";2023-01-24 12:42;"2352";"0";"17";"0";"4";"0";"2";"0";;;;"2";"0";"10.63";"769";"0"
"1617920737217495040";"https://twitter.com/a/status/1617920737217495040";"Las estaciones de servicio que integran la Confederación de Entidades del Comercio de Hidrocarburos y Afines de la República Argentina advierten que planean dejar de operar con tarjetas de crédito en reclamo por los plazos de acreditación y comisiones de los pagos. https://t.co/00JRl54QQB";2023-01-24 12:22;"1621";"0";"3";"0";;;;;;;;"1";"0";"2.47";"529";"0"
"1617913384837550080";"https://twitter.com/a/status/1617913384837550080";"""Argentina, 1985"", la película de Santiago Mitre, protagonizada por Ricardo Darín y Peter Lanzani, quedó nominada en la categoría de Mejor película internacional de la 95ta. edición de los premios Oscar. Más información en https://t.co/fnEKkuadQ9 https://t.co/CdyTIMJhtp";2023-01-24 11:53;"2744";"0";"23";"0";"1";"0";;;;;;"1";"0";"9.11";"984";"0"
"1617911737323241472";"https://twitter.com/a/status/1617911737323241472";"El Ente Nacional Regulador de la Electricidad desestimó aumentos excesivos en la tarifas de luz, tras el reclamo de las distribuidoras Edenor y Edesur. Más información en https://t.co/fnEKkuadQ9 https://t.co/4BFAJJKYtl";2023-01-24 11:46;"1555";"0";"3";"0";"4";"0";;;;;;"1";"0";"5.14";"505";"0"
"1617909323413262339";"https://twitter.com/a/status/1617909323413262339";"Se reactiva la demanda de propiedades en municipios bonaerenses a partir de una caída de los precios de las propiedades y la perspectiva de recuperación. Más información en https://t.co/fnEKkuadQ9 https://t.co/98nN6GyClS";2023-01-24 11:36;"1573";"0";;;;;;;"1";;;;;"0.64";"536";"0"
"1617895455530033152";"https://twitter.com/a/status/1617895455530033152";"Conocemos a Baltazar Leguizamón, el primer automovilista argentino en estar en el Nascar 🏎️. Nos cuenta cómo se prepara para su debut y las principales diferencias con las competiciones nacionales, ¡mirá!

Sumate a #MañanasPúblicas en https://t.co/fnEKkuadQ9 https://t.co/qQZvtGgf8n";2023-01-24 10:41;"2596";"0";"15";"0";"6";"0";;;"1";;;"2";"0";"9.24";"711";"0"
"1617883125425803266";"https://twitter.com/a/status/1617883125425803266";"""Debemos respetarnos y crecer juntos en la diversidad"" afirmó Alberto Fernández, presidente pro témpore de la CELAC, en la apertura de la 7° edición de esta cumbre.

#TVPNoticias | https://t.co/fnEKkuaLFH https://t.co/7joC2bqTss";2023-01-24 09:52;"1498";"0";"4";"0";;;"1";"0";;;;;;"3.34";"433";"0"
"1617864681103712256";"https://twitter.com/a/status/1617864681103712256";"Nicolás Maduro no vendrá al país para la CELAC y estará representado por el canciller Yván Gil Pinto. Así lo informó el gobierno venezolano en un comunicado donde denunció ""una serie de agresiones"" preparadas contra la delegación.

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/glUMAw6Kz0";2023-01-24 08:39;"1529";"0";"3";"0";"3";"0";;;"1";;;"3";"0";"6.54";"487";"0"
"1617859167804334080";"https://twitter.com/a/status/1617859167804334080";"Con representantes de los 33 países que conforman la CELAC, Alberto Fernández, presidente pro témpore, dará inicio a esta cumbre con un discurso. Acuerdos de cooperación económica, energética y financiera serán los ejes principales. 

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/i3XdwZe1GZ";2023-01-24 08:17;"1564";"0";"7";"0";;;;;"1";"1";"0";"1";"0";"6.39";"457";"0"
"1617855691057729538";"https://twitter.com/a/status/1617855691057729538";"Sergio Massa y su par de Brasil, Fernando Haddad, mantuvieron un encuentro en el que el tema energético fue uno de los ejes de la agenda común bilateral.

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/c7ka9vxMB1";2023-01-24 08:03;"1698";"0";"7";"0";"2";"0";;;"1";;;"2";"0";"7.07";"618";"0"
"1617759934245920768";"https://twitter.com/a/status/1617759934245920768";"""¡Soltame carnaval!"" Momento de bailar y disfrutar con Los Tekis durante la tercer luna coscoina en la 63° Fiesta Nacional de @AquiCosquinOk.

Mirá #FestivalPaís en https://t.co/UZOlx7UTP4 https://t.co/rW0A6GobPX";2023-01-24 01:43;"1633";"0";"4";"0";"1";"0";;;;"1";"0";"3";"0";"5.51";"625";"0"
"1617757155737706496";"https://twitter.com/a/status/1617757155737706496";"En una emocionante versión de ""Hasta el otro carnaval"" Los Tekis hacen vibrar a Cosquín en su  63° edición de @AquiCosquinOk. #LosTekis #Carnaval #Cosquín

Mirá #FestivalPaís en https://t.co/UZOlx7UTP4 https://t.co/ia2IzIfF2K";2023-01-24 01:32;"1667";"0";"7";"0";"1";"0";;;"1";"1";"0";"2";"0";"7.2";"638";"0"
"1617743995832074240";"https://twitter.com/a/status/1617743995832074240";"¡Fiesta jujeña arriba del escenario Atahualpa Yupanqui! Los Tekis iniciaron con ""Todos nos vamos a morir igual"" en su presentación durante la tercer luna coscoina. #FestivalPaís #LosTekis #Carnaval #Jujuy

Mirá @AquiCosquinOk en https://t.co/UZOlx7UTP4 https://t.co/dpSfE55rtI";2023-01-24 00:39;"1747";"0";"7";"0";;;;;;;;;;"4.01";"599";"0"
"1617738419324477440";"https://twitter.com/a/status/1617738419324477440";"En la tercer noche coscoina Los Pachecos se lucen sobre el escenario Atahualpa Yupanqui interpretando ""Del norte cordobés"" en @AquiCosquinOk.

Mirá #FestivalPaís en https://t.co/UZOlx7UTP4 https://t.co/G4ifXTnIDQ";2023-01-24 00:17;"1882";"0";"6";"0";"1";"0";"2";"0";;;;"3";"0";"6.38";"699";"0"
"1617730103982653441";"https://twitter.com/a/status/1617730103982653441";"En esta tercera luna coscoina @Guitarrerosok interpreta ""A travéz del vaso"". 

Mirá todos los videos en https://t.co/GYiXqQWnBq https://t.co/fSHoYfE7em";2023-01-23 23:44;"2114";"0";"8";"0";;;;;"2";"3";"0";"2";"0";"7.1";"876";"0"
"1617720327391383553";"https://twitter.com/a/status/1617720327391383553";"En una noche muy especial celebramos el día de las personas músicas escuchando a @lacharooficial y su cumbia ""Agüita de manantial"" en el marco de la 63° edición de @AquiCosquinOk. https://t.co/cBINZFu3SY";2023-01-23 23:05;"2288";"0";"4";"0";"1";"0";"2";"0";;;;"10";"0";"7.43";"933";"0"
"1617705207953068032";"https://twitter.com/a/status/1617705207953068032";".@eduardofvaldes analiza el proyecto de integración económico con Brasil y la participación de @evoespueblo y @LulaOficial en la Cumbre de Jefas y Jefes de Estado de la Comunidad de Estados Latinoamericanos y Caribeños. Mirá #Desiguales en https://t.co/fnEKkuadQ9 https://t.co/T2P0HUEGUF";2023-01-23 22:05;"2092";"0";;;;;;;;;;"3";"0";"1.43";"707";"0"
"1617703522308395008";"https://twitter.com/a/status/1617703522308395008";"""Niña Rosa"" interpretado por Micaela Chauque en #Cosquín 2023. 

Mirá todos los festivales en https://t.co/GYiXqQWnBq

#FestivalPaís https://t.co/t19n9DfDbA";2023-01-23 21:59;"2964";"0";"19";"0";"4";"0";"2";"0";"2";"3";"0";"15";"0";"15.18";"1210";"0"
