Id;URL;Text;Timestamp;Impressions (Organic);Impressions (Paid);Favorites (Organic);Favorites (Paid);Retweets (Organic);Retweets (Paid);Replies (Organic);Replies (Paid);Quotes;Link Clicks (Organic);Link Clicks (Paid);Profile Clicks (Organic);Profile Clicks (Paid);Engagement;Video views (Organic);Video views (Paid)
"1630710628733075462";"https://twitter.com/a/status/1630710628733075462";"""Hoy quedaron claros los dos modelos de país"" afirmó @SantoroLeandro tras la votación del proyecto de moratoria previsional que permitirá que 800 mil personas se jubilen.

Sumate al debate de #Desiguales en https://t.co/fnEKkuadQ9 https://t.co/1wluLUDA2c";2023-02-28 19:24;"1684";"0";"13";"0";"5";"0";"2";"0";"1";;;"2";"0";"13.66";"540";"0"
"1630695403606749184";"https://twitter.com/a/status/1630695403606749184";"Nuestros científicos de cabecera te muestran cómo funciona la ""atmósfera de mente"". Sumate a esta #NocheDeMente con @cocosily, @carlaconteok y @DiegoGolombek en https://t.co/GYiXqQWnBq https://t.co/3nnt6zpyuI";2023-02-28 18:24;"1530";"0";"5";"0";"1";"0";;;;"1";"0";"4";"0";"7.19";"480";"0"
"1630693291699191810";"https://twitter.com/a/status/1630693291699191810";"En #AbroHilo @sol__despeinada y @cafferatajm conversarán con @gabiseghezzo, Marcos Perearnau y Ernesto ""Lalo"" Paret sobre qué función cumple hoy el sistema penitenciario, desde las 20:00, por el Twich de @TEC_ar y @TV_Publica y en nuestro canal de YouTube https://t.co/sKyuYt5KlE https://t.co/BfsExvPMGA";2023-02-28 18:15;"6710";"0";"10";"0";"2";"0";"2";"0";;"5";"0";"12";"0";"4.62";"1327";"0"
"1630681818855792641";"https://twitter.com/a/status/1630681818855792641";"Lionel Messi, Emiliano Martínez y Lionel Scaloni hablaron sobre los premios ""The Best"" que entrega la FIFA.

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/SnFIAEMG3L";2023-02-28 17:30;"2007";"0";"19";"0";"3";"0";"1";"0";;;;;;"11.46";"757";"0"
"1630680540541071363";"https://twitter.com/a/status/1630680540541071363";"La titular de @ansesgob, @FerRaverta, habló tras la sanción de la Ley de Moratoria Previsional y dijo: ""Por esos 800 mil argentinos y argentinas que estaban esperando esta ley para poder ser parte del sistema previsional argentino a través de una jubilación"".

#TVPNoticias https://t.co/BVjSScw5rM";2023-02-28 17:25;"5305";"0";"87";"0";"24";"0";"31";"0";"2";;;"5";"0";"28.09";"1930";"0"
"1630657752635785216";"https://twitter.com/a/status/1630657752635785216";"¡Rugen los motores y se prende la pasión! Seguí la temporada 2023 de @actcargentina, todos los domingos en la Televisión Pública. https://t.co/RuWyxe6QUL";2023-02-28 15:54;"4261";"0";"22";"0";"2";"0";;;;;;"2";"0";"6.1";"1430";"0"
"1630657074987188224";"https://twitter.com/a/status/1630657074987188224";"Se ponen en marcha los motores ¡El Turismo Carretera vuelve a las pistas! Seguí la temporada 2023 de  @actcargentina en la Televisión Pública. https://t.co/ZtzhGwX45U";2023-02-28 15:51;"4279";"0";"18";"0";"4";"0";"2";"0";;;;"11";"0";"8.18";"1461";"0"
"1630627619296215040";"https://twitter.com/a/status/1630627619296215040";"Hoy en @cocinerosarg preparamos una ¡Gran torta Messi!

Mirá todas las recetas en https://t.co/GYiXqQWnBq https://t.co/fVExit8yzn";2023-02-28 13:54;"1647";"0";"4";"0";"1";"0";"1";"0";;;;"1";"0";"4.25";"556";"0"
"1630602931341873155";"https://twitter.com/a/status/1630602931341873155";"El presidente Alberto Fernández inaugura el Colector Cloacal Morón Sur. ""En la política hay quienes creen que el estado esta de más, y quienes creemos que el estado debe estar presente, para poner igualdad"" aseguró @alferdez. https://t.co/qqA3n3KrDG";2023-02-28 12:16;"2336";"0";"17";"0";"2";"0";;;;;;"3";"0";"9.42";"766";"0"
"1630596973794295808";"https://twitter.com/a/status/1630596973794295808";"Consejo de la Magistratura: Jura de Senadores ante la corte, Martín Doñate continúa proscrito. https://t.co/LAT8bT6Cmc";2023-02-28 11:53;"1636";"0";"1";"0";"1";"0";"1";"0";;;;"3";"0";"3.67";"600";"0"
"1630593017772900352";"https://twitter.com/a/status/1630593017772900352";"Día Mundial de las Enfermedades Raras: hay más de 8 mil y afectan al 8% de la población mundial. Todos los detalles en nuestra web: https://t.co/GYiXqQWnBq https://t.co/2A2Sq29UIG";2023-02-28 11:37;"1414";"0";"3";"0";;;;;;;;"1";"0";"2.83";"483";"0"
"1630585553086185478";"https://twitter.com/a/status/1630585553086185478";"Ya comenzó la segunda edición de #TVPNoticias, estos son los títulos principales del mediodía. 

Más noticias en https://t.co/GYiXqQWnBq https://t.co/goZemqFvUk";2023-02-28 11:07;"1406";"0";"3";"0";;;;;;;;"1";"0";"2.84";"457";"0"
"1630573933329018880";"https://twitter.com/a/status/1630573933329018880";"¿Cómo fue cambiando el folklore argentino a través de los años? @sergioelgallo habla sobre su relación con el público en los festivales de verano y las nuevas voces de jóvenes promesas que irrumpen en los escenarios. Mirá #MañanasPúblicas en https://t.co/GYiXqQWnBq https://t.co/NcpQvsDfXj";2023-02-28 10:21;"1379";"0";"1";"0";;;"1";"0";;;;"3";"0";"3.63";"401";"0"
"1630564273226145792";"https://twitter.com/a/status/1630564273226145792";"¡La Chaya llegó a #MañanasPúblicas! @sergioelgallo trae su música directo desde el carnaval riojano a la Ciudad de Buenos Aires y se presenta el sábado 20 de mayo en el Gran Rex con ""La Fiesta de La Rioja"". Miralo en vivo en https://t.co/GYiXqQWnBq https://t.co/rUZFnGL3jE";2023-02-28 09:43;"1397";"0";"2";"0";;;;;;;;"2";"0";"2.86";"398";"0"
"1630534950725271552";"https://twitter.com/a/status/1630534950725271552";"Un subcomisario de la Policía bonaerense fue desafectado de su cargo mientras se lo investiga por haber agredido con una escopeta y herido a un joven cuando fue a realizar una denuncia por violencia familiar a la comisaría de Monte Chingolo, partido de Lanús. https://t.co/3aBJJoSlqb";2023-02-28 07:46;"2872";"0";"24";"0";"8";"0";;;"1";;;;;"11.49";"1064";"0"
"1630531743517229056";"https://twitter.com/a/status/1630531743517229056";"Diputados: El Frente de Todos buscará hoy convertir en ley el proyecto de moratoria previsional y el de digitalización de las historias clínicas, en lo que será la última jornada del período de sesiones extraordinarias. https://t.co/EZJec104zG";2023-02-28 07:33;"3211";"0";"20";"0";"8";"0";"2";"0";"1";;;;;"9.65";"1295";"0"
"1630530485091794945";"https://twitter.com/a/status/1630530485091794945";"Aumenta el boleto de colectivos y trenes en el AMBA: desde mañana, 1 de marzo, comienza a regir un nuevo cuadro tarifario en el transporte público. También subirá el Subte, que pasará a costar 58 pesos. https://t.co/MGIrj0rJvR";2023-02-28 07:28;"2260";"0";"5";"0";"1";"0";"1";"0";"1";;;"1";"0";"3.98";"839";"0"
"1630407165029564416";"https://twitter.com/a/status/1630407165029564416";"En el cierre de la eidición 2023 del Festival de la Corvina en Herradura, Ángela Leiva interpretaba ""Cobarde"". Mirá lo mejor de #FestivalPaís en https://t.co/GYiXqQWnBq https://t.co/esODH7aBel";2023-02-27 23:18;"2635";"0";"14";"0";"6";"0";;;;"2";"0";"1";"0";"8.73";"1121";"0"
"1630361367940038662";"https://twitter.com/a/status/1630361367940038662";"""Mañana vamos a anunciar un acuerdo de frutas y verduras inédito, luego de un trabajo en conjunto con las cadenas de supermercados"" 

El secretario de Comercio, @matiastombolini se suma a #Desiguales. Miralo en vivo en https://t.co/GYiXqQWnBq https://t.co/ipLo66SSBN";2023-02-27 20:16;"30252";"0";"25";"0";"3";"0";"47";"0";"22";"1";"0";"20";"0";"3.9";"9387";"0"
"1630357044741001217";"https://twitter.com/a/status/1630357044741001217";".@matiastombolini: ""Argentina tiene una hoja de ruta clara: tener orden fiscal, acumular reservas y resolver el problema más grave en materia económica que es la inflación""

Mirá en vivo #Desiguales con la visita del secretario de Comercio en https://t.co/GYiXqQWnBq https://t.co/cR0q4Z9Av8";2023-02-27 19:59;"1671";"0";"4";"0";;;;;;;;"1";"0";"2.99";"466";"0"
"1630349844760985603";"https://twitter.com/a/status/1630349844760985603";"Diputados: el oficialismo busca sesionar mañana para tratar la moratoria previsional. La sesión se realizará un día antes de la presencia del presidente Alberto Fernández en el Parlamento para inaugurar el 141 período de sesiones ordinarias. Sumate al debate en #Desiguales https://t.co/Dojay83Q9U";2023-02-27 19:31;"2084";"0";"11";"0";"5";"0";;;;;;"3";"0";"9.12";"748";"0"
"1630344934556352515";"https://twitter.com/a/status/1630344934556352515";"El Dr. en teología Luis Liberti y el Lic. en teología Eloy Patricio Mealla presentaron el libro ""La verdad los hará libres"", que aborda la actuación de la Iglesia católica durante las dictaduras en Argentinas entre 1966 y 1983.

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/QojqWN8jAb";2023-02-27 19:11;"1714";"0";"6";"0";"2";"0";;;;;;"1";"0";"5.25";"557";"0"
"1630340154945568769";"https://twitter.com/a/status/1630340154945568769";"Trabajadores de distintas aplicaciones de delivery realizaron un corte total en la autopista Buenos Aires-La Plata en reclamo de mayores medidas de seguridad tras el crimen de Danilo Mercieri, asesinado por delincuentes que le robaron la moto en el partido de Quilmes. https://t.co/tF8PDzdBN0";2023-02-27 18:52;"1987";"0";"8";"0";"2";"0";;;;;;"1";"0";"5.54";"625";"0"
"1630338607587180545";"https://twitter.com/a/status/1630338607587180545";"La Federación Agraria Argentina y otras entidades rurales se movilizarán el martes en un acto en el que reclamarán más medidas de ayuda destinadas a paliar las pérdidas que enfrentan los productores a causa de la sequía.

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/JKZU95Lt6C";2023-02-27 18:46;"1631";"0";"1";"0";"1";"0";"1";"0";;;;"2";"0";"3.07";"400";"0"
"1630337821352378368";"https://twitter.com/a/status/1630337821352378368";"Tras las intervención del Ministerio de Trabajo, los trabajadores de la empresa Dota llegaron a un acuerdo por los pagos adeudados y levantaron el paro de colectivos.

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/e7TYk9dXN1";2023-02-27 18:43;"1822";"0";"5";"0";"2";"0";;;;;;;;"3.84";"533";"0"
"1630335647151013890";"https://twitter.com/a/status/1630335647151013890";"Argentina se quedó con cuatro de cuatro en los premios ""The Best. Ganó en todas las categorías donde tenía representantes: mejor jugador, mejor entrenador, mejor arquero y mejor hinchada.

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/5xAyYGVojF";2023-02-27 18:34;"2258";"0";"38";"0";"11";"0";"2";"0";"2";"1";"0";"1";"0";"24.36";"724";"0"
"1630288191142985733";"https://twitter.com/a/status/1630288191142985733";"¡Héroes de cuatro patas! 🐕 Nos visitan perros rescatistas de la Unidad de Canes de los Bomberos de la PFA que viajaron a Turquía para ayudar en el rescate de las víctimas del terremoto.

Sumate a @todosestamosarg en https://t.co/fnEKkuadQ9 https://t.co/FCZ0Kuo7SS";2023-02-27 15:26;"1962";"0";"22";"0";"4";"0";"2";"0";;"1";"0";;;"14.78";"681";"0"
"1630275754750558209";"https://twitter.com/a/status/1630275754750558209";"¿Qué es ""Detox""? @SivoriDiego nos cuenta cuáles son los alimentos que pueden ayudar a la maquinaria de limpieza natural que esta en nuestro organismo.

Mirá @cocinerosarg en https://t.co/fnEKkuadQ9 https://t.co/jbeHV6yASX";2023-02-27 14:36;"2628";"0";"16";"0";"6";"0";;;;;;"4";"0";"9.89";"984";"0"
"1630249621346742272";"https://twitter.com/a/status/1630249621346742272";"""El futuro está en estudiar, en capacitarse, en prepararse"" destacó el presidente Alberto Fernández en el inicio del ciclo lectivo en la provincia de Chaco.

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/Uf8YNnnfrs";2023-02-27 12:52;"1710";"0";"8";"0";"2";"0";;;"1";;;"1";"0";"7.02";"499";"0"
"1630247351674720256";"https://twitter.com/a/status/1630247351674720256";"Santiago Cafiero inauguró la nueva Embajada en Bangladesh 🇧🇩. El canciller afirmó: ""Hoy estamos cumpliendo un deber moral, ético e histórico"".

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/WRLMdcc2LR";2023-02-27 12:43;"2273";"0";"25";"0";"8";"0";"1";"0";"1";;;"4";"0";"17.16";"807";"0"
"1630240240865615876";"https://twitter.com/a/status/1630240240865615876";"Lionel Messi, Emiliano ""Dibu"" Martínez y Lionel Scaloni están entre los candidatos para quedarse, en sus respectivas categorías, con los premios ""The Best"" de la FIFA. 

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/KVh0FchTqs";2023-02-27 12:15;"2547";"0";"15";"0";"9";"0";"1";"0";;;;"3";"0";"10.99";"946";"0"
"1630234714450567168";"https://twitter.com/a/status/1630234714450567168";"La Federación Agraria Argentina convocó a una asamblea por la sequía y en reclamo de mejoras al sector. Las mismas se centran la unificación del tipo de cambio y un plan gradual de quita de retenciones. 

#TVPNoticias | https://t.co/fnEKkuadQ9 https://t.co/3b2QvLBJ2D";2023-02-27 11:53;"1610";"0";"1";"0";;;;;;;;"1";"0";"1.24";"410";"0"
"1630202982166847488";"https://twitter.com/a/status/1630202982166847488";"Desde la ciudad de Olavarría en provincia de Buenos Aires conocemos el Centro Cultural San José, un espacio multicultural abierto y participativo. https://t.co/wL52ho3PxG";2023-02-27 09:47;"1955";"0";"4";"0";"4";"0";;;"1";;;"2";"0";"5.63";"689";"0"
"1630181796095856640";"https://twitter.com/a/status/1630181796095856640";"Alumnos y alumnas del nivel inicial, primario y secundario de la Ciudad de Buenos Aires y de cinco provincias comienzan el ciclo lectivo 2023. El resto de las jurisdicciones volverán a clases en los próximos días de la semana. https://t.co/q4biszw9xq";2023-02-27 08:23;"2634";"0";"5";"0";"1";"0";"2";"0";"1";;;"2";"0";"4.18";"963";"0"
"1630170344580616192";"https://twitter.com/a/status/1630170344580616192";"Hoy en #TVPNoticias @Ladob nos cuenta todo sobre  
@ARTIFACT_News, una red social de noticias. https://t.co/owob89pJsv";2023-02-27 07:37;"2432";"0";"6";"0";"3";"0";;;;;;"14";"0";"9.46";"853";"0"
"1630163826640568321";"https://twitter.com/a/status/1630163826640568321";"Santiago Cafiero arribó a la ciudad de Daca, en Bangladesh, junto a un nutrido grupo de empresarios argentinos para encabezar una misión comercial en búsqueda de mayores exportaciones en ese mercado de 170 millones de habitantes. https://t.co/tAI1dOviVl";2023-02-27 07:11;"6137";"0";"82";"0";"18";"0";"11";"0";"2";;;"3";"0";"18.9";"2143";"0"
"1630162294532640769";"https://twitter.com/a/status/1630162294532640769";"Comenzamos una nueva semana en #TVPNoticias con toda la información más importante del país y del mundo. 

Todos los detalles en https://t.co/GYiXqQWVqY https://t.co/VqDaGvlxGF";2023-02-27 07:05;"1669";"0";"2";"0";"1";"0";;;;;;"2";"0";"3";"451";"0"
"1629670935887499264";"https://twitter.com/a/status/1629670935887499264";"Homenaje a Canario Luna en San Juan. Agarrate Catalina interpreta una canción dedicada al gran murguero uruguayo

🔴 Mirá el show de #AgarrateCatalina en la FNS2023 &gt; https://t.co/1jjwBFUqkM

#FestivalPaís https://t.co/y1MptbupWg";2023-02-25 22:33;"3977";"0";"29";"0";"4";"0";;;;"8";"0";"12";"0";"13.33";"1486";"0"
"1629656291592347649";"https://twitter.com/a/status/1629656291592347649";"Cada cabeza es un mundo en el mundo del hoy

🎝 Agarrate Catalina llevó el sonido de la murga uruguaya a la tercera noche de la Fiesta Nacional del Sol en San Juan

#FestivalPaís #FNS2023 https://t.co/gJu70TDAFZ";2023-02-25 21:35;"5008";"0";"50";"0";"9";"0";"3";"0";;;;"4";"0";"13.18";"1776";"0"
"1629642619939868674";"https://twitter.com/a/status/1629642619939868674";"Veintitantos años de carrera, hits que sabemos todos y un público intergeneracional que acompaña siempre hacen de #Kapanga una de las grandes bandas de la escena argentina

🔴 Mirá el show de @KAPANGASOK en la Fiesta del Sol de San Juan &gt; https://t.co/o1QL09LD9U

#FestivalPaís https://t.co/jxJ5nBpiXY";2023-02-25 20:40;"3116";"0";"21";"0";"2";"0";;;;"7";"0";"4";"0";"10.91";"968";"0"
"1629361813329707008";"https://twitter.com/a/status/1629361813329707008";"¡A no dejar de bailar! ¡Llegó @damicordoba a la #FNS2023 con todo el cuarteto!

Bailá con #FestivalPaís en https://t.co/fnEKkuaLFH https://t.co/wECfSzxI2T";2023-02-25 02:05;"2857";"0";"7";"0";;;;;;"1";"0";"4";"0";"4.2";"1255";"0"
"1629356056223825920";"https://twitter.com/a/status/1629356056223825920";"🎵¡Tu corazón❤️ ya me lo robé, pero no quise, fue sin querer, no, ¿dónde te lo devuelvo?!🎶 Estalla la fiesta en San Juan y @MariaBecerra22 hace bailar a cientos de miles de personas.

Disfrutá #FestivalPaís en https://t.co/fnEKkuaLFH https://t.co/qjfa2vdRmX";2023-02-25 01:42;"2933";"0";"11";"0";"1";"0";;;"1";"2";"0";"8";"0";"7.84";"1070";"0"
"1629353097658269697";"https://twitter.com/a/status/1629353097658269697";"¡La Nena de Argentina está sobre el escenario de la #FNS2023! @MariaBecerra22 canta”Ojalá” ¡y la multitud enloquece!

Bailá con #FestivalPaís en https://t.co/fnEKkuaLFH https://t.co/qmjSsVgWWp";2023-02-25 01:30;"2927";"0";"20";"0";"2";"0";;;"2";"1";"0";"5";"0";"10.25";"1199";"0"
"1629344756169072641";"https://twitter.com/a/status/1629344756169072641";"🎵¡Lloran las rosas, porque no puedo estar sin ti, lloran celosas de que no quieras ya venir, y entre otras cosas, yo lloro por ti!🎶 Valentina Márquez canta el clásico de Cristian Castro en una noche cuartetera en la #FNS2023

Bailá con #FestivalPaís en https://t.co/fnEKkuaLFH https://t.co/jFVBqQ5XOA";2023-02-25 00:57;"3070";"0";"14";"0";"2";"0";;;"1";"1";"0";"5";"0";"7.49";"1206";"0"
"1629319242721165314";"https://twitter.com/a/status/1629319242721165314";"Desde Salta, se presentan en la #FNS2023, @ahyremusica, con sus ritmos y un sonido propio que hace bailar y cantar al público de San Juan, interpretan “Identidad”.

Viví #FestivalPaís en https://t.co/fnEKkuaLFH https://t.co/29SSMFuxZ4";2023-02-24 23:15;"2955";"0";"3";"0";;;;;;"1";"0";"1";"0";"1.69";"1057";"0"
"1629306982153834498";"https://twitter.com/a/status/1629306982153834498";"¡Cuarta noche de la #FNS2023! ¡Ya está aquí la número uno! ¡@lalioficial hace vibrar al público y a todo San Juan! 

Disfrutá #FestivalPaís en https://t.co/fnEKkuadQ9 https://t.co/4FpMS5bQv3";2023-02-24 22:27;"2902";"0";"16";"0";"4";"0";"6";"0";"1";"13";"0";"8";"0";"16.54";"1114";"0"
"1629255472103452673";"https://twitter.com/a/status/1629255472103452673";"Los Tekis + Los Decadentes = fiesta asegurada

👹 En la última noche de @tekiscarnaval los anfitriones invitaron a @LADecadentes para hacer juntos “Todos nos vamos a morir igual”

#FestivalPaís @LosTekisOficial https://t.co/YZnf328MR6";2023-02-24 19:02;"4209";"0";"25";"0";"7";"0";;;;;;"12";"0";"10.45";"1339";"0"
"1629244209847754753";"https://twitter.com/a/status/1629244209847754753";"Hoy en #NocheDeMente recibimos a @dagrandinetti, juntos repasamos su trayectoria, sus trabajos más recientes y jugamos algunos juegos dementes. https://t.co/EL7Q59DX6m";2023-02-24 18:17;"1906";"0";"10";"0";;;"1";"0";;;;"3";"0";"7.35";"506";"0"
"1629230627802255360";"https://twitter.com/a/status/1629230627802255360";"#ÚltimoMomento piden que investiguen a la Policía de la Ciudad por el atentado a CFK. https://t.co/dfC2B6i3Ke";2023-02-24 17:23;"6087";"0";"70";"0";"19";"0";"19";"0";"1";;;"7";"0";"19.06";"2710";"0"
"1629229909104025603";"https://twitter.com/a/status/1629229909104025603";"En #TVPNoticias analizamos los efectos de la guerra en la economía argentina, el aumento de los combustibles y sus repercusiones a nivel mundial. https://t.co/9dIr230XJN";2023-02-24 17:20;"1793";"0";"5";"0";"1";"0";"1";"0";"1";;;"4";"0";"6.69";"500";"0"
"1629227879291830272";"https://twitter.com/a/status/1629227879291830272";"Ucrania y Rusia lanzaron este viernes, al cumplirse un año de guerra entre ambos países, mensajes de confianza en que ganarán el conflicto bélico, mientras Estados Unidos promovió nuevas sanciones contra Moscú, China llamó a las partes a conversar para alcanzar la paz. https://t.co/Xa58dBQCf3";2023-02-24 17:12;"2004";"0";"9";"0";"4";"0";"2";"0";;;;"2";"0";"8.48";"636";"0"
"1629191652148641793";"https://twitter.com/a/status/1629191652148641793";"""Me gustaría poder bailarle un tango a Messi"" dijo Ariel bailarín de la ""Mansión tango"", un edificio que es patrimonio histórico desde 2004. 

¿Qué tango marcó tu vida? sumate a @todosestamosarg https://t.co/Yzis1XoJYh";2023-02-24 14:48;"2267";"0";"10";"0";"2";"0";"2";"0";;;;"5";"0";"8.38";"922";"0"
"1629186235343466496";"https://twitter.com/a/status/1629186235343466496";"Atención, en @cocinerosarg aprendemos a preparar tragos fáciles con Gin.

No te pierdas todas las recetas en https://t.co/GYiXqQWVqY https://t.co/2BNa4XMB9K";2023-02-24 14:27;"1704";"0";"7";"0";"1";"0";"1";"0";;;;"2";"0";"6.46";"569";"0"
"1629148792061837312";"https://twitter.com/a/status/1629148792061837312";"Patricia Bullrich le respondió a Rodríguez Larreta, quien en su lanzamiento como precandidato presidencial había dicho que ""la grieta es una estafa"". ""La gran estafa es haber transformado a la Argentina en un país en decadencia"", tuiteó la presidenta del PRO. https://t.co/CslVFYU0kw";2023-02-24 11:58;"1505";"0";"1";"0";"2";"0";;;;;;;;"1.99";"490";"0"
"1629146221108695042";"https://twitter.com/a/status/1629146221108695042";"En su declaración ante la Comisión de Juicio Político de Diputados, el juez Sebastián Ramos negó tener vínculos con Marcelo D'Alessandro. @nestoresposito y el análisis de los chats filtrados entre el magistrado y el ministro de Justicia y Seguridad porteño en licencia. https://t.co/cBPZY9tevE";2023-02-24 11:48;"5845";"0";"10";"0";"6";"0";;;;;;"3";"0";"3.25";"1037";"0"
"1628988818144763904";"https://twitter.com/a/status/1628988818144763904";"La @FNSolOficial recibe a @KAPANGASOK. 

Seguí en vivo #FestivalPaís en https://t.co/02KU4YM1Cr https://t.co/EpLxpDqtUm";2023-02-24 01:22;"1641";"0";"7";"0";"1";"0";;;"1";"2";"0";"4";"0";"9.14";"578";"0"
"1628978752029102080";"https://twitter.com/a/status/1628978752029102080";"La @FNSolOficial sigue dando cruces increíbles @bersuit_oficial junto  al Mono de @KAPANGASOK. https://t.co/RufcN07RNM";2023-02-24 00:42;"2142";"0";"11";"0";"3";"0";"3";"0";"2";;;"10";"0";"13.54";"843";"0"
"1628976554826162176";"https://twitter.com/a/status/1628976554826162176";"Momento increíble en la @FNSolOficial, @bersuit_oficial y @LaCatalinaok interpretan #NegraMurguera. https://t.co/xep3AZ5ONp";2023-02-24 00:34;"2054";"0";"13";"0";"2";"0";"3";"0";"1";;;"12";"0";"15.09";"800";"0"
"1628965301533700097";"https://twitter.com/a/status/1628965301533700097";"En la @FNSolOficial se canta junto a @bersuit_oficial. 

Seguí en vivo #FestivalPaís en https://t.co/GYiXqQWVqY https://t.co/EN1PPkgKNw";2023-02-23 23:49;"2080";"0";"3";"0";"1";"0";"7";"0";;"3";"0";"11";"0";"12.02";"797";"0"
